Latitude,Longitude,City,Metropolitan Statistical Area,Average Daily Rate (USD),Annual Revenue LTM (USD),Airbnb Superhost,Occupancy Rate LTM,Airbnb Host ID,Property ID,Property Type
18.15284685950561,-67.1776423928609,NA,"San Germán, PR Metro Area",NA,0,FALSE,NA,24008252,ab-8862861,Apartment
18.30218,-65.29208,Culebra,NA,262.58,8140,TRUE,0.544,38150797,ab-8866390,House
18.08495627306187,-65.80162229947658,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46418018,ab-8867956,Condominium
18.30680384176906,-65.25232809139109,Culebra,NA,NA,0,FALSE,NA,46158266,ab-8868603,Entire house
18.45134494604621,-66.05749321339214,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,46161472,ab-8876389,House
18.39143632986488,-65.8312227615757,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46457283,ab-8877667,Apartment
18.0984,-65.47605,Vieques,NA,148.93,14595,FALSE,0.327,43031585,ab-8879544,House
18.34669903009163,-65.70001324392376,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46467870,ab-8879802,Villa
18.3073531496276,-67.22866990344585,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,28350813,ab-8884408,House
18.48923,-66.40124,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",95,570,FALSE,0.194,46494868,ab-8885980,Cabin
18.14312849234926,-65.47982260253613,NA,NA,NA,0,FALSE,NA,1037067,ab-8899856,Apartment
18.46521,-66.11691,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",399.35,27555,FALSE,0.469,13824882,ab-8903288,Apartment
18.38679247787556,-65.77420296105889,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,6917051,ab-8903891,Villa
18.45958238660424,-66.08642733287024,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,13354514,ab-8904626,Boat
18.36568,-65.71097,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",138.55,5265,TRUE,0.333,46595205,ab-8908442,Apartment
18.3684,-65.63439,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",185,6660,FALSE,0.33,46616854,ab-8913320,Apartment
18.39744602252547,-66.0401267646362,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,8206368,ab-8916182,House
18.14447287881512,-65.4556384705835,Vieques,NA,NA,0,TRUE,NA,14806911,ab-8916909,House
18.47634,-66.32123,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,9603117,ab-8917019,Townhouse
18.34483719779169,-67.2589841239054,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,46637379,ab-8917765,Apartment
18.45361,-66.89961,Camuy,"Arecibo, PR Metro Area",59.84,11550,TRUE,0.715,43172721,ab-8917987,Guesthouse
18.3663,-67.25874,Rincon,"Aguadilla-Isabela, PR Metro Area",373.18,51125,TRUE,0.449,37991667,ab-8921767,House
18.38937352836614,-65.76236593455728,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,6917051,ab-8922043,Villa
18.38324451350834,-65.76798207247298,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,6917051,ab-8922791,Villa
18.45143523101431,-66.07170370754254,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,26183813,ab-8923262,Apartment
18.34014458593614,-65.63729198006295,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,6917051,ab-8923439,Apartment
18.44549288322375,-66.01584256497748,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,17520391,ab-8923595,Apartment
18.45379816760602,-66.08575016071114,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,2301123,ab-8925121,Apartment
18.51273510504369,-67.08499448781873,Isabela,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,7117926,ab-8931191,Apartment
18.444,-66.021,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",115.21,25921,TRUE,0.879,12280181,ab-8931318,Condominium
18.09070630299992,-65.79486823321652,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,6917051,ab-8934073,Apartment
18.388,-65.755,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",193,53460,TRUE,0.882,12280181,ab-8934966,Condominium
18.4,-67.188,Aguada,"Aguadilla-Isabela, PR Metro Area",105.4,25296,TRUE,0.808,46736548,ab-8940774,Cabin
17.97359943587002,-67.04824287113307,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,46375438,ab-8941238,Other
18.45621536177209,-66.06364049642163,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46738834,ab-8941260,Apartment
17.97350592217212,-67.0475774016021,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,46375438,ab-8941429,Private room
17.97397297262259,-67.04943043789471,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,46375438,ab-8941486,Private room in house
17.97404328447317,-67.04772298506197,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,46375438,ab-8941512,Private room in house
17.97404154159237,-67.04978551656183,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,46375438,ab-8941557,Private room in house
18.40542727027298,-67.18034195456669,Aguada,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,46743404,ab-8942167,Apartment
18.45212,-66.05907,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",98.59,7986,FALSE,0.345,46010272,ab-8942791,Apartment
18.39693459848036,-67.1906272478368,Aguada,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,46743404,ab-8942855,Apartment
18.443,-66.03,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",88.16,2733,FALSE,0.277,29961770,ab-8943386,Apartment
18.45517483933256,-66.06975093692051,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,46765736,ab-8946961,Apartment
18.45173603376431,-66.05618248635228,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,23842862,ab-8947827,Apartment
18.32842339724072,-65.31749396533928,Culebra,NA,NA,0,FALSE,NA,15542213,ab-8952093,Camper/RV
18.46677389005879,-66.1168389862369,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,9082631,ab-8952254,Entire apartment
18.37053,-67.25286,Rincon,"Aguadilla-Isabela, PR Metro Area",250,11000,FALSE,0.312,46796488,ab-8953473,Condominium
18.36103,-65.7246,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",69.92,8320,FALSE,0.425,46803587,ab-8955014,Condominium
18.451,-66.083,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",65.03,7869,FALSE,0.395,23887475,ab-8963779,House
18.37808,-65.71551,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",95.59,1625,FALSE,0.113,10508764,ab-8964682,Apartment
18.3153,-65.28625,Culebra,NA,299,37076,TRUE,0.443,46862277,ab-8967185,House
18.35162515275168,-66.10611569230498,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,21493722,ab-8967215,House
18.32762,-67.24392,Rincon,"Aguadilla-Isabela, PR Metro Area",101.6,1016,FALSE,0.091,31429687,ab-8970927,Camper/RV
18.347,-67.256,Rincon,"Aguadilla-Isabela, PR Metro Area",70.38,2745,TRUE,0.364,735469,ab-8974216,Bungalow
18.08813,-65.79864,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",226,6780,FALSE,0.203,834875,ab-8984665,Apartment
18.45134,-66.05654,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",99.03,7130,FALSE,0.75,46545044,ab-8986494,Loft
18.38818694802891,-66.03555736446938,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,26550861,ab-8988939,Apartment
18.46042967968487,-66.18767707796341,Toa Baja,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,10070787,ab-8990948,Private room in apartment
18.45769062131267,-66.06640491692686,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,1199473,ab-8992671,Apartment
18.38682364349264,-65.7835970291465,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,44096256,ab-8995726,Entire house
18.38317463134466,-65.72535215823457,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,999676,ab-9003336,Apartment
18.47591,-66.32158,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,9603117,ab-9008632,Townhouse
18.1475328127204,-65.44338097208235,Vieques,NA,NA,0,FALSE,NA,133439,ab-9008886,House
18.47597,-66.32206,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",325.75,30295,TRUE,0.346,9603117,ab-9008946,Villa
18.40670159073569,-66.03663835138953,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,25692400,ab-9010642,Apartment
18.38238,-65.76391,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",350,350,FALSE,0.032,3246993,ab-9011701,House
18.24871,-66.72052,Utuado,"Aguadilla-Isabela, PR Metro Area",80.74,17924,TRUE,0.7,47057716,ab-9012059,Cabin
18.45818153015184,-66.07697407700758,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,4160567,ab-9013128,Condominium
18.39288436282328,-66.12050698032571,Guaynabo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,47092629,ab-9019710,House
18.47545551762271,-66.32563665237566,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,44733636,ab-9020457,Townhouse
18.34132373792245,-67.25158876543034,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,25469099,ab-9026733,Apartment
18.3017,-65.29117,NA,NA,265.45,2920,TRUE,0.087,38150797,ab-9026948,House
18.39909526394603,-66.07894848949147,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,35395582,ab-9028063,Apartment
18.14996713757591,-65.44163952546664,Vieques,NA,NA,0,TRUE,NA,28329257,ab-9029652,Apartment
18.37134,-65.6307,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,592019,ab-9030027,Apartment
18.34390552708964,-67.25644656029375,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,44270476,ab-9030423,Townhouse
18.43892370551542,-66.02018226380444,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46831614,ab-9033383,Condominium
18.3803169399581,-65.7178064954467,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47172421,ab-9038204,Apartment
18.34449763117251,-67.25715061079168,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,44270476,ab-9040592,Townhouse
18.07505114997093,-65.80399236747581,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47184551,ab-9042108,House
18.09547519940249,-65.80635232416518,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47184551,ab-9043088,House
18.47381812083946,-66.31699082200987,Vega Alta,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47184551,ab-9043539,House
18.45458479720361,-66.06469819153766,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,43211661,ab-9044272,Apartment
18.40449388202267,-65.77192857170809,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,41540212,ab-9044687,Entire apartment
18.15426521044497,-65.43600024919051,Vieques,NA,NA,0,FALSE,NA,47203694,ab-9046456,House
18.42918,-65.83667,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",183,183,FALSE,0.032,47212164,ab-9048599,House
18.299,-65.288,Culebra,NA,142.18,27441,FALSE,0.607,121818,ab-9049766,Apartment
18.298,-65.287,Culebra,NA,143.15,22188,FALSE,0.467,121818,ab-9049926,Apartment
18.299,-65.288,Culebra,NA,96.8,14520,FALSE,0.459,121818,ab-9050203,Loft
18.4684328212823,-66.29527714575019,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,47235231,ab-9053646,House
18.35744,-67.25058,Rincon,"Aguadilla-Isabela, PR Metro Area",97.66,31936,FALSE,0.898,1922241,ab-9057589,Apartment
18.34011690412988,-67.25055011697897,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,47264840,ab-9060702,Apartment
18.12319,-65.43794,Vieques,NA,181.46,1996,FALSE,0.134,47281775,ab-9064721,House
18.34387,-65.63874,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",149.79,7190,FALSE,0.716,47317147,ab-9072296,Condominium
18.18729785400027,-66.30568542058333,Barranquitas,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,1995207,ab-9074651,House
18.04716229826244,-67.04767591660735,Lajas,"San Germán, PR Metro Area",NA,0,FALSE,NA,26693794,ab-9080029,Bed and breakfast
18.08642925639122,-65.79615513883259,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47352752,ab-9080110,Apartment
18.14272103198278,-65.80390185274501,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47403949,ab-9091497,Apartment
18.35954,-65.73047,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47402761,ab-9091847,Apartment
18.46471,-66.12088,NA,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47424997,ab-9096170,Apartment
18.44967,-66.05573,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",211.25,3380,FALSE,0.239,35582370,ab-9096254,House
18.372059426600732,-65.9305354428242,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47467350,ab-9106584,Apartment
18.33254526015075,-67.2521052468917,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,46664343,ab-9106773,House
18.33166753068102,-67.25050073426652,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,46664343,ab-9107270,House
18.45944835921767,-66.08097604402509,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,47473186,ab-9108325,Bed &amp; Breakfast
18.45656863411237,-66.07360325743849,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,21997523,ab-9109085,Apartment
18.45,-66.047,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",147.55,7820,FALSE,0.361,25860489,ab-9110915,Apartment
18.51299134406455,-67.0889611414278,Isabela,"Aguadilla-Isabela, PR Metro Area",NA,0,TRUE,NA,13834250,ab-9112825,House
18.46336501943495,-66.11884729074568,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,43712544,ab-9115993,Bed & Breakfast
18.31614,-65.87045,Canovanas,"San Juan-Carolina-Caguas, PR Metro Area",83.52,5763,FALSE,0.255,13713025,ab-9122862,Guest suite
18.38149,-65.71934,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",125.89,8938,FALSE,0.259,47556305,ab-9129831,Apartment
18.33,-67.251,Rincon,"Aguadilla-Isabela, PR Metro Area",183.76,23705,TRUE,0.437,27557794,ab-9130467,Apartment
18.03126,-67.18273,Boqueron,"San Germán, PR Metro Area",182.35,15500,FALSE,0.425,35566993,ab-9133118,Villa
18.00718888220553,-66.59497174065261,Ponce,"Ponce, PR Metro Area",NA,0,FALSE,NA,47574895,ab-9134464,Condominium
18.45283,-66.06446,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",140,700,FALSE,0.054,592019,ab-9137266,Apartment
18.37602,-65.71361,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",70.29,16238,TRUE,0.654,12252202,ab-9144045,Bed and breakfast
18.31766,-67.24906,NA,"Aguadilla-Isabela, PR Metro Area",170.29,7152,FALSE,0.251,47626153,ab-9146442,House
18.38173554310934,-65.7232743258972,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47627174,ab-9147062,House
18.13554,-65.44296,Vieques,NA,180.69,19514,TRUE,0.383,47631394,ab-9147677,Apartment
18.46539401703065,-66.0955943586187,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47635837,ab-9148903,Apartment
17.97563530627812,-66.69467577230888,Ponce,"Ponce, PR Metro Area",NA,0,TRUE,NA,42298019,ab-9154079,Apartment
18.34969217142953,-65.63892218359545,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,3715628,ab-9155316,Apartment
18.14101170327341,-65.45686759899297,Vieques,NA,NA,0,FALSE,NA,606794,ab-9156411,House
18.47361,-66.27584,Dorado,"San Juan-Carolina-Caguas, PR Metro Area",129,10965,FALSE,0.321,24873057,ab-9162335,Townhouse
18.35443,-67.25578,Rincon,"Aguadilla-Isabela, PR Metro Area",90,1350,FALSE,0.122,47699757,ab-9164413,Apartment
17.934,-66.955,Ensenada,"Ponce, PR Metro Area",59.34,3323,TRUE,0.448,30006376,ab-9165282,House
18.46047,-66.07845,NA,"San Juan-Carolina-Caguas, PR Metro Area",81.98,15003,TRUE,0.762,10197753,ab-9169543,Condominium
18.37504,-65.84999,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47736645,ab-9172972,Villa
18.41270084690518,-66.04869576225313,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,11731588,ab-9178705,House
18.35271,-67.25586,Rincon,"Aguadilla-Isabela, PR Metro Area",90,1350,FALSE,0.161,47699757,ab-9179218,Apartment
18.35245,-67.25677,Rincon,"Aguadilla-Isabela, PR Metro Area",135,1755,FALSE,0.143,47699757,ab-9179381,Apartment
18.02659044764113,-66.48129819101203,NA,"Ponce, PR Metro Area",NA,0,NA,NA,17133959,ab-9179960,House
18.07174,-65.79836,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47771253,ab-9180797,Villa
18.43215,-65.87904,Loiza,"San Juan-Carolina-Caguas, PR Metro Area",111.72,10390,FALSE,0.336,46010272,ab-9187004,Condominium
18.45609,-66.06502,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",152.73,13135,TRUE,0.562,39196374,ab-9188226,Condominium
18.35868414443126,-67.26141821851297,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,1946288,ab-9195285,Apartment
18.16345116510124,-65.74652590099642,Punta Santiago,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,14270182,ab-9197606,Villa
18.45137724167891,-66.06659455605937,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,14065009,ab-9202375,Condominium
18.47185652768699,-66.48462620301463,Manati,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47885174,ab-9206760,Private room in house
18.34833,-65.77731,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",139.29,5850,TRUE,0.933,40859868,ab-9207602,Chalet
18.31379975828081,-65.3009578034444,Culebra,NA,NA,0,FALSE,NA,37326899,ab-9210909,House
18.28772357247953,-65.64233303352482,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,47915556,ab-9213782,House
18.27501429461637,-66.72416585265924,Utuado,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,47922788,ab-9215563,Entire house
18.49175,-66.3958,Vega Baja,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47923934,ab-9215599,Apartment
18.451,-66.083,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",60.68,4551,FALSE,0.269,23887475,ab-9216553,House
18.11504,-67.183,NA,"San Germán, PR Metro Area",276.62,18810,FALSE,0.305,25766318,ab-9224254,Condominium
18.14941059058863,-65.44437133217448,Vieques,NA,NA,0,FALSE,NA,47960772,ab-9224369,House
18.1367,-67.1866,NA,"San Germán, PR Metro Area",NA,0,FALSE,NA,25766318,ab-9224707,Apartment
18.30169,-65.30811,NA,NA,129.38,9315,FALSE,0.391,34936653,ab-9224758,Apartment
18.1504659982853,-65.82710895767566,Humacao,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,11108615,ab-9225034,House
18.48416,-66.67765,Arecibo,"Arecibo, PR Metro Area",97.42,12665,FALSE,0.365,47982304,ab-9230039,Apartment
18.454,-66.075,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,4663546,ab-9230539,Apartment
18.46495,-66.11321,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,TRUE,NA,47985918,ab-9230776,Apartment
18.4423,-66.01563,Carolina,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,2653479,ab-9232860,Condominium
18.35859526190778,-67.24468318072879,Rincon,"Aguadilla-Isabela, PR Metro Area",NA,0,FALSE,NA,2257303,ab-9233459,House
18.31338818408625,-65.30716290515845,Culebra,NA,NA,0,FALSE,NA,10711848,ab-9233814,Apartment
18.30269098350522,-65.30581878108273,Culebra,NA,NA,0,FALSE,NA,42143148,ab-9234346,Apartment
18.3025,-65.30672,Culebra,NA,153.75,4305,FALSE,0.116,34936653,ab-9235053,Apartment
18.40113,-66.05751,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",73.11,2632,FALSE,0.667,15785477,ab-9235958,Apartment
18.30193,-65.30853,NA,NA,136.54,5325,FALSE,0.285,34936653,ab-9236075,Apartment
18.41025,-65.77065,Rio Grande,"San Juan-Carolina-Caguas, PR Metro Area",210.54,28634,FALSE,0.487,47735236,ab-9238147,House
18.16424140683662,-65.74614937577299,Punta Santiago,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,47403949,ab-9238366,Apartment
18.45174340463366,-66.08449173219579,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,NA,NA,18813983,ab-9239274,Apartment
18.451,-66.083,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",51.84,5651,FALSE,0.343,23887475,ab-9239745,House
18.451,-66.083,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",62.95,2581,FALSE,0.261,23887475,ab-9239849,House
18.451,-66.083,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",41.98,6968,FALSE,0.551,23887475,ab-9239922,House
18.46591,-66.11871,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",182.71,6395,FALSE,0.299,754683,ab-9246648,Apartment
18.36527583978917,-65.63629352608257,Fajardo,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46072980,ab-9246935,House
18.46603,-66.1189,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",177.37,6740,FALSE,0.306,754683,ab-9247083,Apartment
18.38505,-65.72037,Luquillo,"San Juan-Carolina-Caguas, PR Metro Area",86.82,1215,FALSE,0.778,2590231,ab-9247390,Apartment
18.17282780668774,-67.03199471964317,Maricao,NA,NA,0,FALSE,NA,48057430,ab-9249443,Other
18.20054,-67.14545,Mayaguez,"Mayagüez, PR Metro Area",NA,0,FALSE,NA,48062706,ab-9249452,House
18.24453036750765,-67.15253179628392,Mayaguez,"Mayagüez, PR Metro Area",NA,0,FALSE,NA,48062706,ab-9249462,Entire apartment
18.46468275992312,-66.11872936294176,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,43712544,ab-9252200,Bed & Breakfast
18.48716160650986,-66.66387644218418,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252535,Chalet
18.48564862249793,-66.66380618330969,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252538,Apartment
18.43052292788054,-66.49308937193906,Manati,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252539,Villa
18.42997523753671,-66.49334676895849,Manati,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252543,Villa
18.43140316304435,-66.49514321146515,Manati,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252546,Villa
18.4496029869891,-66.667190533999,Arecibo,"Arecibo, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252549,Apartment
18.45276985304683,-66.08127685240134,San Juan,"San Juan-Carolina-Caguas, PR Metro Area",NA,0,FALSE,NA,46944072,ab-9252551,Apartment
